With love from Wednesday Enthusiast :p,
-------------------------------------------,
Directory: PAYDAY3/Content/WwiseAudio/Localized/English_US_/Media,
,
Includes 26005 audio files.,
,
Name,Wwise Id
Bdz_Bullcharge_Ass_01,700342818
Bdz_Bullcharge_Ass_02,604386983
Bdz_Bullcharge_Ass_03,585364515
Bdz_Bullcharge_Ass_04,561078114
Bdz_Bullcharge_Ass_05,228340067
Bdz_Bullcharge_Ass_06,73832768
Bdz_Bullcharge_Ass_07,330726881
Bdz_Bullcharge_Ass_08,488478206
Bdz_Bullcharge_Ass_09,730377047
Bdz_Bullcharge_Ass_10,1041472067
Bdz_Bullcharge_Ass_11,920198926
Bdz_Bullcharge_Ass_12,962574217
Bdz_Bullcharge_Ass_13,553829282
Bdz_Bullcharge_Ass_14,163252142
Bdz_Bullcharge_Ass_15,682225435
Bdz_Bullcharge_Ass_16,302542540
Bdz_Bullcharge_Ass_17,46651344
Bdz_Bullcharge_Ass_18,688137033
Bdz_Bullcharge_Ass_19,687653013
Bdz_Bullcharge_Ass_20,1062783954
Bdz_Bullcharge_Ass_21,413105690
Bdz_Combat_Bar_Ass_01,398532711
Bdz_Combat_Bar_Ass_02,177775542
Bdz_Combat_Bar_Ass_03,1068717350
Bdz_Combat_Bar_Ass_04,133552664
Bdz_Combat_Bar_Ass_05,1013344674
Bdz_Combat_Bar_Ass_06,519695467
Bdz_Combat_Bar_Ass_07,166305587
Bdz_Combat_Bar_Ass_08,669635775
Bdz_Combat_Bar_Ass_09,1031651347
Bdz_Combat_Bar_Ass_10,825095414
Bdz_Combat_Bar_Ass_11,315736319
Bdz_Combat_Bar_Ass_12,424845102
Bdz_Combat_Bar_Ass_13,78930092
Bdz_Combat_Bar_Ass_14,72819670
Bdz_Combat_Bar_Ass_15,24227368
Bdz_Combat_Bar_Ass_16,569701300
Bdz_Combat_Bar_Ass_17,1010775051
Bdz_Combat_Bar_Ass_18,495185934
Bdz_Combat_Bar_Ass_19,215555930
Bdz_Combat_Bar_Ass_20,792702892
Bdz_Combat_Bar_Ass_21,525661342
Bdz_Combat_Bar_Ass_22,272430048
Bdz_Combat_Bar_Ass_23,998804126
Bdz_Combat_Bar_Ass_24,528109402
Bdz_Combat_Bar_Ass_25,395661902
Bdz_Combat_Bar_Ass_26,753220136
Bdz_Combat_Bar_Ass_27,718180508
Bdz_Combat_Bar_Ass_28,924569508
Bdz_Combat_Bar_Ass_29,880422773
Bdz_Combat_Bar_Ass_30,394160723
Bdz_Combat_Bar_Ass_31,312451460
Bdz_Death_Scr_Ass_01,52615742
Bdz_Death_Scr_Ass_02,613734425
Bdz_Death_Scr_Ass_03,162358504
Bdz_Lost_Vis_Ass_01,757484226
Bdz_Lost_Vis_Ass_02,760678021
Bdz_Lost_Vis_Ass_03,57627620
Bdz_Lost_Vis_Ass_04,664125779
Bdz_Lost_Vis_Ass_05,651826982
Bdz_Lost_Vis_Ass_06,242424660
Bdz_Lost_Vis_Ass_07,33089356
Bdz_Lost_Vis_Ass_08,867630054
Bdz_Lost_Vis_Ass_09,274681534
Bdz_Lost_Vis_Ass_10,33465531
Bdz_Lost_Vis_Ass_11,222146610
Bdz_Lost_Vis_Ass_12,352729706
Bdz_Lost_Vis_Ass_13,383919146
Bdz_Lost_Vis_Ass_14,871627403
Bdz_Lost_Vis_Ass_15,646382475
Bdz_Lost_Vis_Ass_16,987729769
Bdz_Lost_Vis_Ass_17,404998070
Bdz_Lost_Vis_Ass_18,145127687
Bdz_Lost_Vis_Ass_19,978031211
Bdz_Lost_Vis_Ass_20,433030766
Bdz_Lost_Vis_Ass_21,864930035
Bdz_Post_Kil_Con_01,437535160
Bdz_Post_Kil_Con_02,318222510
Bdz_Post_Kil_Con_03,960217204
Bdz_Post_Kil_Con_04,293277284
Bdz_Post_Kil_Con_05,662368917
Bdz_Post_Kil_Con_06,968118354
Bdz_Post_Kil_Con_07,971014470
Bdz_Post_Kil_Con_08,474584623
Bdz_Post_Kil_Con_09,704612812
Bdz_Post_Kil_Con_10,438990251
Bdz_Post_Kil_Con_11,457158430
Bdz_Post_Kil_Con_12,206851958
Bdz_Post_Kil_Con_13,1015869434
Bdz_Post_Kil_Con_14,101232174
Bdz_Post_Kil_Con_15,437220709
Bdz_Post_Kil_Con_16,935010279
Bdz_Post_Kil_Con_17,950559386
Bdz_Post_Kil_Con_18,360661776
Bdz_Post_Kil_Con_19,806602578
Bdz_Post_Kil_Con_20,831398334
Bdz_Post_Kil_Con_21,768956326
Bdz_Shove_Att_Ass_01,206213513
Bdz_Shove_Att_Ass_02,1016606201
Bdz_Shove_Att_Ass_03,597000835
Bdz_Shove_Att_Ass_05,566476700
Bdz_Shove_Att_Ass_06,1029699568
Bdz_Shove_Att_Ass_07,738377044
Bdz_Shove_Att_Ass_08,933487576
Bdz_Shove_Att_Ass_09,665766881
Bdz_Shove_Att_Ass_10,615786961
Bdz_Shove_Att_Ass_11,208359784
Bdz_Shove_Att_Ass_12,115074498
Bdz_Super_Att_Ass_01,509864219
Bdz_Super_Att_Ass_02,957907281
Bdz_Super_Att_Ass_03,123940651
Bdz_Super_Att_Ass_04,807456633
Bdz_Super_Att_Ass_05,509756535
Bdz_Taunt_Exp_Ass_01,992889755
Bdz_Taunt_Exp_Ass_02,122731718
Bdz_Taunt_Exp_Ass_03,152143700
Bdz_Taunt_Exp_Ass_04,645314522
Bdz_Taunt_Exp_Ass_06,586182374
Bdz_Taunt_Exp_Ass_07,868901121
Bdz_Taunt_Exp_Ass_09,263410421
Bdz_Taunt_Exp_Ass_10,572652379
Bdz_Taunt_Exp_Ass_11,1022146369
Bdz_Taunt_Fla_Ass_01,854571001
Bdz_Taunt_Fla_Ass_02,398453739
Bdz_Taunt_Fla_Ass_03,89626084
Bdz_Taunt_Fla_Ass_04,13262646
Bdz_Taunt_Fla_Ass_05,571194908
Bdz_Taunt_Fla_Ass_06,596515730
Bdz_Taunt_Fla_Ass_07,534376345
Bdz_Taunt_Fla_Ass_08,56254995
Bdz_Taunt_Fla_Ass_09,127496081
Bdz_Taunt_Fla_Ass_10,621381246
Bdz_Taunt_Fla_Ass_11,225454292
Bdz_Taunt_Fla_Ass_12,170853676
Bdz_Taunt_Mol_Ass_01,388258682
Bdz_Taunt_Mol_Ass_02,595457889
Bdz_Taunt_Mol_Ass_04,255248901
Bdz_Taunt_Mol_Ass_05,884758735
Bdz_Taunt_Mol_Ass_06,629479600
Bdz_Taunt_Mol_Ass_07,282995776
Bdz_Taunt_Mol_Ass_08,490372952
Bdz_Taunt_Mol_Ass_09,543906438
Bdz_Taunt_Mol_Ass_10,11634400
Bdz_Taunt_Mol_Ass_11,1051870867
Bdz_Taunt_Mol_Ass_12,622040051
Bdz_Hurt_Ass_01,502460021
Bdz_Hurt_Ass_02,1026498864
Bdz_Hurt_Ass_05,272868634
Bdz_Shove_Att_Ass_04,825004948
Bdz_Taunt_Exp_Ass_05,709055737
Bdz_Taunt_Exp_Ass_08,415433798
Bdz_Taunt_Exp_Ass_12,404348119
Bdz_Taunt_Gen_Ass_01,557809481
Bdz_Taunt_Gen_Ass_02,1014079535
Bdz_Taunt_Gen_Ass_03,19322026
Bdz_Taunt_Gen_Ass_04,805972235
Bdz_Taunt_Gen_Ass_05,621224290
Bdz_Taunt_Gen_Ass_06,531206709
Bdz_Taunt_Gen_Ass_07,83939287
Bdz_Taunt_Gen_Ass_08,899364388
Bdz_Taunt_Gen_Ass_09,240729313
Bdz_Taunt_Gen_Ass_10,370334778
Bdz_Taunt_Gen_Ass_11,1069781104
Bdz_Taunt_Gen_Ass_12,386768383
Bdz_Taunt_Mol_Ass_03,397074057
Cha_Access_Com_Ass_01,582244341
Cha_Access_Com_Ass_02,702225133
Cha_Access_Com_Ass_03,592800434
Cha_Access_Com_Con_01,241172075
Cha_Access_Com_Con_02,948396999
Cha_Access_Com_Con_03,456514771
Cha_Access_Com_Ste_01,364835634
Cha_Access_Com_Ste_02,341166240
Cha_Access_Com_Ste_03,438794333
Cha_Apologize_Esc_Con_01,682404593
Cha_Apologize_Esc_Con_02,1054694740
Cha_Apologize_Esc_Con_03,244342188
Cha_Apologize_Esc_Con_04,1030432100
Cha_Call_Bod_Ass_01,848330511
Cha_Call_Bod_Ass_02,609957809
Cha_Call_Bod_Ass_03,787012664
Cha_Call_Bod_Ass_04,706484409
Cha_Call_Bod_Ass_05,380635044
Cha_Call_Bod_Con_01,785210727
Cha_Call_Bod_Con_02,624347595
Cha_Call_Bod_Con_03,909215452
Cha_Call_Bod_Con_04,477783974
Cha_Call_Bod_Con_05,240721336
Cha_Call_Clo_Ass_01,1042830498
Cha_Call_Clo_Ass_02,1047876682
